Unnamed: 0,Carat,Cut,Color,Clarity,Depth,Table,Price
505,0.7,Ideal,D,SI1,62.5,57.0,2822
506,0.7,Ideal,D,SI1,61.8,56.0,2822
507,0.7,Premium,E,VS2,60.7,62.0,2822
508,0.7,Premium,F,VS2,60.6,58.0,2822
509,0.7,Ideal,D,SI1,61.7,54.0,2822
510,0.79,VeryGood,D,SI2,62.8,59.0,2823
511,0.9,Good,I,SI1,63.8,57.0,2823
512,0.71,Premium,E,VS2,62.3,58.0,2823
513,0.61,Ideal,E,VVS2,61.3,54.0,2823
514,0.9,Fair,H,SI2,65.8,54.0,2823
515,0.71,Ideal,E,SI1,60.5,56.0,2823
516,0.71,Premium,D,VS2,61.2,59.0,2824
517,0.77,Ideal,I,VVS2,62.1,57.0,2824
518,0.74,Good,E,VS1,63.1,58.0,2824
519,0.82,Ideal,F,SI2,62.4,54.0,2824
520,0.82,Premium,E,SI2,60.8,60.0,2824
521,0.71,Premium,G,VS1,62.2,59.0,2825
522,0.83,Premium,H,SI1,60.0,59.0,2825
523,0.73,VeryGood,G,VS1,62.0,57.0,2825
524,0.83,Premium,H,SI1,62.5,59.0,2825
525,1.17,Premium,J,I1,60.2,61.0,2825
526,0.91,Fair,H,SI2,61.3,67.0,2825
527,0.73,Premium,E,VS1,62.6,60.0,2826
528,0.7,Good,E,VS1,57.2,59.0,2826
529,0.9,Premium,I,SI2,62.2,59.0,2826
530,0.7,Premium,E,VS1,62.2,58.0,2826
531,0.7,VeryGood,D,VS2,63.3,56.0,2826
532,0.7,Premium,E,VS1,59.4,61.0,2826
533,0.9,VeryGood,I,SI2,63.5,56.0,2826
534,0.78,Premium,F,SI1,60.8,60.0,2826
535,0.96,Ideal,F,I1,60.7,55.0,2826
536,0.7,VeryGood,D,SI1,62.3,59.0,2827
537,0.72,Good,D,VS2,64.0,54.0,2827
538,0.79,Premium,H,VVS2,62.8,58.0,2827
539,0.7,Ideal,H,VVS1,61.6,57.0,2827
540,0.7,Ideal,H,VVS1,62.3,55.0,2827
541,0.7,Ideal,D,SI2,61.95,57.0,2828
542,1.01,Premium,H,SI2,61.6,61.0,2828
543,0.72,Premium,F,VS1,62.2,58.0,2829
544,0.8,Good,E,SI2,62.1,54.0,2829
545,0.59,Ideal,E,VVS1,62.0,56.0,2829
546,0.72,Ideal,F,VS1,61.7,57.0,2829
547,0.75,Premium,E,SI2,61.9,57.0,2829
548,0.8,Premium,E,SI2,60.2,57.0,2829
549,0.71,VeryGood,E,VS2,62.7,59.0,2830
550,0.77,VeryGood,H,SI1,61.7,56.0,2830
551,0.97,Ideal,F,I1,60.7,56.0,2830
552,0.53,Ideal,F,VVS1,60.9,57.0,2830
553,0.53,Ideal,F,VVS1,61.5,57.0,2830
554,0.8,Ideal,I,VS2,62.1,54.4,2830
555,0.9,Premium,G,SI1,60.6,62.0,2830
556,0.76,VeryGood,E,SI2,60.8,60.0,2831
557,0.72,Ideal,E,SI1,62.3,57.0,2831
558,0.75,Ideal,E,SI1,61.4,57.0,2831
559,0.72,Premium,E,SI1,62.1,58.0,2831
560,0.79,Ideal,G,SI1,61.8,56.0,2831
561,0.72,VeryGood,F,VS2,62.5,58.0,2832
562,0.91,VeryGood,I,SI2,62.8,61.0,2832
563,0.71,Premium,G,VVS2,62.1,57.0,2832
564,0.81,Premium,G,SI1,63.0,60.0,2832
565,0.82,Ideal,H,SI1,62.5,57.0,2832
566,0.71,Premium,F,VS1,62.2,58.0,2832
567,0.9,Good,J,SI1,64.3,63.0,2832
568,0.8,VeryGood,I,VS2,62.0,58.0,2833
569,0.56,VeryGood,E,IF,61.0,59.0,2833
570,0.7,VeryGood,D,VS2,59.6,61.0,2833
571,0.7,Ideal,D,VS2,61.0,57.0,2833
572,0.61,Ideal,F,VVS2,61.7,55.0,2833
573,0.85,Ideal,H,SI2,62.5,57.0,2833
574,0.7,Ideal,F,SI1,60.7,57.0,2833
575,0.8,Ideal,G,VS2,62.2,56.0,2834
576,0.8,Ideal,H,VS2,62.8,57.0,2834
577,0.51,VeryGood,D,VVS1,59.9,58.0,2834
578,0.53,Ideal,F,VVS1,61.4,57.0,2834
579,0.78,Ideal,I,VS2,61.8,55.0,2834
580,0.9,VeryGood,J,SI1,63.4,54.0,2834
581,0.9,Fair,G,SI2,65.3,59.0,2834
582,0.77,Ideal,E,SI2,60.7,55.0,2834
583,0.73,Ideal,F,VS1,61.2,56.0,2835
584,0.63,Ideal,F,VVS2,61.9,57.0,2835
585,0.7,Ideal,E,VS2,61.5,54.0,2835
586,0.72,Ideal,E,VS2,62.8,57.0,2835
587,0.72,Ideal,E,SI1,61.0,57.0,2835
588,0.75,Premium,F,VS2,59.6,59.0,2835
589,0.82,VeryGood,H,SI1,60.7,56.0,2836
590,0.71,Good,E,VS2,62.8,60.0,2836
591,0.7,Premium,E,VS1,62.6,59.0,2837
592,0.7,Ideal,E,VS1,61.2,56.0,2837
593,0.71,Ideal,F,SI1,59.8,53.0,2838
594,0.76,VeryGood,H,SI1,60.9,55.0,2838
595,0.82,Fair,F,SI1,64.9,58.0,2838
596,0.72,Premium,F,VS1,58.8,60.0,2838
597,0.7,Premium,F,VS2,62.3,58.0,2838
598,0.7,Premium,F,VS2,61.7,58.0,2838
599,0.7,Premium,G,VS1,62.6,55.0,2838
600,0.7,Premium,F,VS2,59.4,61.0,2838
601,0.7,VeryGood,E,SI1,63.5,59.0,2838
602,0.7,Premium,F,VS2,60.9,61.0,2838
603,0.7,Premium,F,VS2,59.5,58.0,2838
604,0.7,Premium,G,VS1,63.0,60.0,2838
605,0.74,VeryGood,E,SI1,60.0,57.0,2839
606,0.71,Ideal,F,VS1,61.5,57.0,2839
607,0.7,Ideal,F,VS1,61.6,54.0,2839
608,0.71,Ideal,F,VS1,62.1,55.0,2839
609,0.71,Premium,F,VS1,59.1,61.0,2839
610,0.71,Premium,F,VS1,59.0,60.0,2839
611,0.71,Premium,F,VS1,60.5,58.0,2839
612,0.7,Ideal,F,VS1,62.4,53.0,2839
613,0.73,Ideal,G,VS2,61.8,54.0,2839
614,0.7,Ideal,E,VS2,62.1,54.0,2839
615,0.7,Ideal,G,VS1,61.3,57.0,2839
616,0.71,Premium,G,VVS2,60.3,58.0,2839
617,0.71,Premium,F,VS1,59.2,58.0,2839
618,0.79,Premium,G,VS2,59.3,62.0,2839
619,0.71,Premium,F,VS1,62.7,59.0,2839
620,0.77,VeryGood,H,VS1,61.0,60.0,2840
621,0.75,VeryGood,F,SI2,59.8,56.0,2840
622,0.7,Ideal,F,SI1,61.0,56.0,2840
623,0.71,Premium,F,VS2,59.3,56.0,2840
624,0.92,Ideal,D,SI2,61.9,56.0,2840
625,0.83,Premium,F,SI2,61.4,59.0,2840
626,0.7,Premium,H,VVS1,59.2,60.0,2840
627,0.73,Premium,F,VS2,60.3,59.0,2841
628,0.71,VeryGood,D,VS1,63.4,55.0,2841
629,0.73,VeryGood,D,SI1,62.55,57.0,2841
630,0.82,Ideal,F,SI2,61.7,53.0,2841
631,0.82,Ideal,F,SI2,62.3,56.0,2841
632,0.82,VeryGood,F,SI2,59.7,57.0,2841
633,0.52,Ideal,F,VVS1,61.2,56.0,2841
634,1.0,Premium,F,I1,58.9,60.0,2841
635,0.95,Fair,G,SI1,66.7,56.0,2841
636,0.73,Ideal,D,SI1,61.4,57.0,2841
637,0.73,Premium,F,VS2,59.9,59.0,2841
638,0.73,Premium,G,VS1,61.4,58.0,2841
639,0.8,Ideal,I,VS1,62.6,54.0,2842
640,0.7,Premium,F,VS2,58.7,61.0,2842
641,0.7,VeryGood,E,VS2,60.2,62.0,2843
642,0.7,VeryGood,E,VS2,62.7,58.0,2843
643,0.71,VeryGood,E,VS2,59.4,58.0,2843
644,0.81,VeryGood,F,SI2,63.2,58.0,2843
645,0.71,VeryGood,D,SI1,61.5,58.0,2843
646,0.73,Ideal,G,VVS2,61.3,57.0,2843
647,0.73,VeryGood,F,VS1,61.8,59.0,2843
648,0.72,Ideal,E,VS2,62.0,57.0,2843
649,0.81,Ideal,F,SI2,62.1,57.0,2843
650,0.71,Ideal,G,VVS2,60.7,57.0,2843
651,0.73,VeryGood,E,SI1,60.96666666666667,61.0,2844
652,0.7,VeryGood,E,VS1,61.233333333333334,59.0,2844
653,1.01,Ideal,I,I1,61.5,57.0,2844
654,1.01,Good,I,I1,63.1,57.0,2844
655,0.79,Ideal,H,VS2,62.5,57.0,2844
656,0.7,VeryGood,E,VS2,61.8,59.0,2845
657,0.7,VeryGood,E,VS2,58.9,60.0,2845
658,0.8,Good,H,VS2,63.4,60.0,2845
659,1.27,Premium,H,SI2,59.3,61.0,2845
660,0.79,Ideal,D,SI1,61.5,56.0,2846
661,0.72,VeryGood,F,VS1,60.2,59.0,2846
662,0.73,Ideal,H,VVS2,61.6,56.0,2846
663,1.01,Fair,H,SI2,65.4,59.0,2846
664,1.01,Good,H,I1,64.2,61.0,2846
665,0.73,Ideal,E,SI1,59.1,59.0,2846
666,0.7,Ideal,E,SI1,61.6,57.0,2846
667,0.7,Good,F,VS2,59.1,61.0,2846
668,0.77,Premium,E,SI1,62.9,59.0,2846
669,0.77,Premium,G,VS2,61.3,60.0,2846
670,0.77,Premium,G,VS1,61.4,58.0,2846
671,0.84,VeryGood,H,SI1,61.2,57.0,2847
672,0.72,Ideal,E,SI1,60.3,57.0,2847
673,0.76,Premium,D,SI1,61.1,59.0,2847
674,0.7,VeryGood,G,VVS2,62.9,59.0,2848
675,0.54,Ideal,D,VVS2,61.5,55.0,2848
676,0.75,Fair,D,SI2,64.6,57.0,2848
677,0.79,Good,E,SI1,64.1,54.0,2849
678,0.74,VeryGood,E,VS1,63.1,58.0,2849
679,0.7,VeryGood,E,VS2,61.0,60.0,2850
680,0.7,Ideal,F,VS2,60.8,59.0,2850
681,0.75,Ideal,J,SI1,61.5,56.0,2850
682,1.2,VeryGood,H,I1,63.1,60.0,2850
683,0.8,VeryGood,F,SI1,63.4,57.0,2851
684,0.66,Ideal,D,VS1,62.1,56.0,2851
685,0.87,VeryGood,F,SI2,61.0,63.0,2851
686,0.86,Premium,H,SI1,62.7,59.0,2851
687,0.74,Ideal,F,SI1,61.0,57.0,2851
688,0.58,VeryGood,E,IF,60.6,59.0,2852
689,0.78,Ideal,I,VS1,61.5,57.0,2852
690,0.74,Ideal,G,SI1,61.3,55.0,2852
691,0.73,Ideal,E,SI1,62.7,55.0,2852
692,0.91,VeryGood,I,SI1,63.5,57.0,2852
693,0.71,Premium,F,VS2,62.6,58.0,2853
694,0.71,Good,G,VS1,63.5,55.0,2853
695,0.79,Ideal,D,SI2,62.8,57.0,2853
696,0.79,Premium,D,SI2,60.0,60.0,2853
697,0.71,Premium,E,SI1,62.7,58.0,2853
698,0.82,Premium,I,VS1,61.9,58.0,2853
699,0.78,VeryGood,H,VS1,61.9,57.1,2854
700,0.7,VeryGood,E,VS1,62.4,56.0,2854
701,1.12,Premium,H,I1,59.1,61.0,2854
702,0.73,Premium,E,VS2,62.0,57.0,2854
703,0.91,Fair,J,VS2,64.4,62.0,2854
704,0.91,Fair,J,VS2,65.4,60.0,2854
705,0.91,Good,J,VS2,64.2,58.0,2854
706,0.91,Fair,H,SI1,65.8,58.0,2854
707,0.7,Premium,E,VS1,58.4,59.0,2854
708,0.68,Premium,F,VVS2,61.7,57.0,2854
709,0.73,VeryGood,F,VS2,62.5,57.0,2855
710,1.03,Good,J,SI1,63.6,57.0,2855
711,0.74,Premium,D,VS2,62.4,57.0,2855
712,0.98,Fair,E,SI2,53.3,67.0,2855
713,1.02,Fair,I,SI1,53.0,63.0,2856
714,1.0,Fair,G,SI2,67.8,61.0,2856
715,1.02,Ideal,H,SI2,61.6,55.0,2856
716,0.6,Ideal,F,VVS2,60.8,57.0,2856
717,0.8,Ideal,G,SI2,61.6,56.0,2856
718,0.97,Ideal,F,I1,60.7,56.0,2856
719,1.0,Fair,I,SI1,67.9,62.0,2856
720,0.26,Ideal,E,VS1,62.3,57.0,556
721,0.26,Ideal,E,VS1,62.1,56.0,556
722,0.36,Ideal,H,SI1,61.9,55.0,556
723,0.34,Good,G,VS2,57.5,61.0,556
724,0.34,Good,E,SI1,63.3,57.0,556
725,0.34,Good,E,SI1,63.349999999999994,55.0,556
726,0.34,Good,E,SI1,63.4,55.0,556
727,0.34,VeryGood,G,VS2,59.6,62.0,556
728,0.34,Ideal,E,SI1,61.849999999999994,54.0,556
729,0.32,Good,E,VS2,64.1,54.0,556
730,0.31,Ideal,I,VVS1,61.6,55.0,557
731,0.31,Ideal,I,VVS1,61.3,56.0,557
732,0.31,Ideal,I,VVS1,62.3,54.0,557
733,0.31,Ideal,I,VVS1,62.0,54.0,557
734,0.31,Ideal,I,VVS1,62.7,53.0,557
735,0.31,Ideal,I,VVS1,62.2,53.0,557
736,0.31,Ideal,G,VS2,62.2,53.6,557
737,0.31,Ideal,H,VS1,61.6,54.8,557
738,0.31,Ideal,H,VS1,61.8,54.2,557
739,0.33,Premium,G,SI2,59.4,59.0,557
740,0.33,Premium,F,SI2,62.3,58.0,557
741,0.33,Premium,G,SI2,62.6,58.0,557
742,0.33,Ideal,G,SI2,61.9,56.0,557
743,0.33,Premium,F,SI2,63.0,58.0,557
744,0.33,Premium,J,VS1,62.8,58.0,557
745,0.33,Premium,J,VS1,62.45,61.0,557
746,0.33,Ideal,J,VS1,62.1,55.0,557
747,0.33,Ideal,I,SI1,63.0,57.0,557
748,0.33,Good,I,SI1,63.6,53.0,557
749,0.33,Premium,I,SI1,64.85,59.0,557
750,1.0,Fair,H,SI2,66.1,56.0,2856
751,0.77,Premium,F,SI1,60.8,59.0,2856
752,0.77,Premium,F,SI1,61.0,58.0,2856
753,0.7,Good,E,VVS2,60.1,63.0,2857
754,0.9,VeryGood,G,SI2,63.1,58.0,2857
755,0.72,Ideal,E,SI1,62.3,57.0,2857
756,0.9,Premium,I,VS2,61.9,59.0,2857
757,0.72,Premium,E,SI1,62.1,58.0,2857
758,0.7,Ideal,G,VVS2,62.1,56.0,2858
759,0.81,VeryGood,F,SI1,61.3,57.0,2858
760,0.81,VeryGood,F,SI1,61.7,57.0,2858
761,0.71,Premium,E,VS2,61.0,60.0,2858
762,0.7,Premium,E,VS2,61.4,59.0,2858
763,0.71,Premium,E,VS2,61.5,60.0,2858
764,0.71,VeryGood,E,VS2,62.2,59.0,2858
765,0.92,Premium,J,SI1,62.9,58.0,2858
766,0.76,Ideal,E,SI1,62.7,54.0,2858
767,0.73,Ideal,D,SI1,61.5,56.0,2858
768,0.71,Premium,D,VS2,62.55,62.0,2858
769,0.7,Good,E,VVS2,63.6,62.0,2858
770,0.9,Fair,G,SI2,64.5,56.0,2858
771,0.71,Fair,D,VS2,56.9,65.0,2858
772,0.7,Ideal,D,VS2,61.0,57.0,2859
773,0.7,Premium,D,VS2,62.4,56.0,2859
774,0.77,Premium,F,VS1,60.9,60.0,2859
775,0.71,Ideal,G,VS1,61.5,56.0,2859
776,0.7,Premium,D,VS2,59.6,61.0,2859
777,0.75,Fair,F,VS1,55.8,70.0,2859
778,0.83,Premium,E,SI2,59.2,60.0,2859
779,0.71,VeryGood,F,VS2,61.400000000000006,61.0,2860
780,0.9,VeryGood,J,SI2,63.6,58.0,2860
781,0.6,Ideal,E,VVS2,61.9,54.9,2860
782,0.71,Premium,D,VS1,62.9,57.0,2860
783,0.53,Ideal,F,VVS1,61.4,57.0,2860
784,0.71,Premium,D,SI1,60.7,58.0,2861
785,0.62,Ideal,G,VVS2,61.6,56.0,2861
786,0.62,Ideal,G,VVS2,61.6,56.0,2861
787,0.9,Premium,I,SI1,63.0,58.0,2861
788,0.62,Fair,F,IF,62.35,61.0,2861
789,0.82,Premium,E,SI2,61.7,59.0,2861
790,0.66,Premium,D,VS1,61.0,58.0,2861
791,0.7,VeryGood,D,SI1,62.5,55.0,2862
792,0.8,VeryGood,F,SI1,62.6,58.0,2862
793,0.8,VeryGood,D,SI2,62.5,59.0,2862
794,0.79,Premium,F,SI1,62.85,54.0,2862
795,0.71,VeryGood,F,VVS1,63.2,60.0,2862
796,0.7,Ideal,H,VS2,61.1,57.0,2862
797,0.7,VeryGood,E,VS2,58.7,63.0,2862
798,0.79,Premium,H,VS1,60.0,60.0,2862
799,0.7,Premium,E,VS2,59.5,59.0,2862
800,1.22,Premium,E,I1,60.9,57.0,2862
801,1.01,Fair,E,SI2,67.6,57.0,2862
802,0.73,Premium,E,VS2,62.5,61.0,2862
803,0.91,Good,I,VS2,64.3,58.0,2863
804,0.71,Ideal,D,SI1,60.8,56.0,2863
805,0.83,Premium,G,SI1,62.3,58.0,2863
806,0.84,Premium,F,SI2,61.65,59.0,2863
807,0.71,Premium,D,SI1,61.0,61.0,2863
808,0.71,Premium,D,SI1,59.7,59.0,2863
809,0.71,Premium,D,SI1,61.7,56.0,2863
810,0.71,Ideal,D,SI1,61.55,57.0,2863
811,0.71,Premium,D,SI1,61.4,58.0,2863
812,0.71,Premium,D,SI1,60.6,58.0,2863
813,0.91,Premium,J,SI1,59.5,62.0,2863
814,0.9,Premium,J,VS2,59.8,62.0,2863
815,0.71,Premium,H,VVS2,61.5,62.0,2863
816,0.71,Premium,E,SI1,59.1,61.0,2863
817,0.72,Ideal,F,VS2,59.5,57.0,2863
818,0.72,Premium,E,SI1,60.9,60.0,2863
819,0.71,Ideal,E,VS2,61.0,55.0,2863
820,0.81,Ideal,E,SI2,60.3,57.0,2864
821,0.83,VeryGood,I,VS2,61.6,58.0,2865
822,0.73,Premium,D,SI1,60.8,55.0,2865
823,0.56,VeryGood,D,VVS1,62.0,56.0,2866
824,0.56,VeryGood,D,VVS1,61.8,55.0,2866
825,0.71,Ideal,E,VS1,62.2,55.0,2866
826,0.7,Ideal,H,VVS1,62.3,58.0,2866
827,0.96,Premium,I,SI1,61.3,58.0,2866
828,0.71,VeryGood,H,VVS1,61.849999999999994,57.0,2867
829,0.7,Ideal,D,VS2,62.4,57.0,2867
830,0.71,Ideal,H,VVS1,60.4,57.0,2867
831,0.8,Premium,H,VS2,61.2,53.0,2867
832,0.95,Premium,F,SI2,58.4,57.0,2867
833,0.82,Ideal,F,SI2,62.3,56.0,2867
834,0.52,Ideal,F,VVS1,61.2,56.0,2867
835,0.82,Ideal,F,SI2,61.7,53.0,2867
836,0.82,Ideal,F,SI2,62.3,56.0,2867
837,0.82,Premium,F,SI2,59.7,57.0,2867
838,0.8,Ideal,G,SI1,61.3,57.0,2867
839,0.96,Fair,F,SI2,68.2,61.0,2867
840,0.72,Ideal,I,VS1,62.4,55.0,2868
841,0.62,Ideal,G,IF,60.5,57.0,2868
842,0.79,Premium,E,SI2,61.0,58.0,2868
843,0.75,VeryGood,E,SI1,63.1,56.0,2868
844,1.08,Premium,D,I1,61.9,60.0,2869
845,0.72,Ideal,E,SI1,60.8,55.0,2869
846,0.62,Ideal,G,IF,61.8,56.0,2869
847,0.73,Ideal,G,VVS2,61.3,57.0,2869
848,0.72,Ideal,H,VVS2,60.9,57.0,2869
849,0.52,Premium,F,VVS2,61.8,60.0,2870
850,0.83,Ideal,E,SI2,62.2,57.0,2870
851,0.64,Premium,E,VVS2,62.16666666666667,58.0,2870
852,0.8,Ideal,G,SI1,62.13333333333333,57.0,2870
853,0.74,Ideal,H,SI1,62.1,56.0,2870
854,0.72,Ideal,F,SI1,61.5,56.0,2870
855,0.82,Ideal,H,VS2,59.5,57.0,2870
856,0.73,Premium,E,VS1,61.3,59.0,2870
857,1.04,Premium,I,I1,61.6,61.0,2870
858,0.73,VeryGood,E,SI1,61.3,58.0,2871
859,0.73,Good,E,SI1,63.6,57.0,2871
860,0.9,Premium,J,SI1,62.8,59.0,2871
861,0.75,Ideal,I,SI1,61.8,55.0,2871
862,0.79,Ideal,G,SI1,62.6,55.0,2871
863,0.7,Good,D,SI1,62.5,56.7,2872
864,0.75,VeryGood,D,SI1,60.7,55.0,2872
865,1.02,Ideal,I,I1,61.7,56.0,2872
866,0.7,VeryGood,G,SI2,59.0,62.0,2872
867,0.7,Ideal,D,SI1,61.8,56.0,2872
868,0.7,Good,E,SI1,61.4,64.0,2872
869,0.7,Ideal,D,SI1,61.4,54.0,2872
870,0.7,Ideal,D,SI1,60.7,56.0,2872
871,0.7,VeryGood,D,SI1,60.2,60.0,2872
872,0.72,VeryGood,E,VS2,58.3,57.0,2872
873,0.74,Ideal,E,SI1,62.3,58.0,2872
874,0.84,Good,G,SI1,65.1,55.0,2872
875,0.76,VeryGood,F,VS2,62.0,58.0,2873
876,0.77,VeryGood,E,SI1,63.2,58.0,2873
877,0.76,Ideal,E,SI2,62.8,56.0,2873
878,1.0,Ideal,I,SI2,61.7,56.0,2873
879,1.0,Fair,H,SI1,65.5,62.0,2873
880,0.9,Fair,I,SI1,65.7,58.0,2873
881,0.9,Premium,J,SI1,61.8,58.0,2873
882,0.9,Good,J,SI1,64.0,61.0,2873
883,0.9,Fair,I,SI1,65.3,61.0,2873
884,0.9,Fair,I,SI1,65.8,56.0,2873
885,0.9,Premium,J,SI1,60.9,61.0,2873
886,0.78,Premium,F,VS2,62.6,58.0,2874
887,0.71,Premium,D,VS2,61.2,59.0,2874
888,0.7,Premium,F,VS1,59.0,59.0,2874
889,0.7,Premium,F,VS1,60.8,62.0,2874
890,0.7,Premium,G,VVS2,60.9,58.0,2874
891,0.7,Ideal,F,VS1,61.0,55.0,2874
892,0.7,Ideal,F,VS1,61.6,55.0,2874
893,0.7,Ideal,F,VS1,62.4,56.0,2874
894,0.7,Premium,G,VVS2,62.9,59.0,2874
895,1.0,Fair,H,SI2,67.7,60.0,2875
896,0.77,Ideal,H,SI1,62.4,56.0,2875
897,1.0,Fair,J,VS1,65.5,55.0,2875
898,1.0,Fair,I,SI1,66.3,61.0,2875
899,1.0,Fair,H,SI2,69.5,55.0,2875
900,0.73,Premium,E,VS1,62.6,60.0,2876
901,0.79,Premium,E,VS2,62.400000000000006,53.0,2876
902,0.72,VeryGood,H,VS1,62.2,54.0,2877
903,0.71,Ideal,E,VS1,62.4,56.0,2877
904,0.74,Ideal,G,VS2,62.3,55.0,2877
905,0.7,Good,H,VVS1,62.7,56.0,2877
906,0.7,Good,F,VS1,59.1,62.0,2877
907,0.79,VeryGood,F,SI1,62.8,59.0,2878
908,0.79,VeryGood,F,SI1,62.7,60.0,2878
909,0.79,VeryGood,D,SI2,59.7,58.0,2878
910,0.71,Ideal,I,VS2,61.5,55.0,2878
911,0.79,Ideal,F,SI1,62.8,56.0,2878
912,0.73,VeryGood,F,SI1,61.4,56.0,2879
913,0.63,Premium,E,IF,60.3,62.0,2879
914,0.7,Premium,F,VS1,61.5,60.0,2879
915,0.71,Premium,F,VS1,62.7,58.0,2879
916,0.84,Ideal,G,SI2,61.0,56.0,2879
917,0.84,Ideal,G,SI2,62.3,55.0,2879
918,1.02,Ideal,J,SI2,62.199999999999996,54.0,2879
919,0.72,Fair,F,VS1,62.1,69.0,2879
920,0.72,Ideal,F,VS1,62.0,56.0,2879
921,0.92,VeryGood,J,SI2,58.7,61.0,2880
922,0.74,VeryGood,D,SI1,63.9,57.0,2880
923,0.7,Ideal,H,VVS1,62.0,55.0,2881
924,0.71,VeryGood,E,VS2,60.0,59.0,2881
925,1.05,Premium,H,I1,62.0,59.0,2881
926,0.7,VeryGood,H,IF,62.8,56.0,2882
927,0.54,Ideal,F,VVS1,61.8,56.0,2882
928,0.73,Premium,F,VS2,59.9,58.0,2882
929,0.88,Fair,F,SI1,56.6,65.0,2882
930,0.73,Premium,F,VS2,58.7,57.0,2882
931,0.72,Ideal,D,SI1,61.8,56.0,2883
932,0.9,Good,H,SI2,62.7,64.0,2883
933,0.9,Fair,H,SI2,65.0,61.0,2883
934,1.03,Fair,I,SI2,65.3,55.0,2884
935,0.84,VeryGood,F,SI1,63.8,57.0,2885
936,1.01,Premium,I,SI1,62.65,60.0,2885
937,0.77,Ideal,D,SI2,61.5,55.0,2885
938,0.8,Fair,E,SI1,56.3,63.0,2885
939,0.9,Fair,D,SI2,66.9,57.0,2885
940,0.73,Ideal,E,SI1,61.4,56.0,2886
941,0.72,Ideal,E,SI1,62.7,55.0,2886
942,0.71,VeryGood,D,SI1,62.4,54.0,2887
943,0.7,Premium,E,VS1,62.6,59.0,2887
944,0.79,Ideal,I,VS1,62.55,59.0,2888
945,0.72,VeryGood,G,VVS2,62.5,58.0,2889
946,0.7,VeryGood,E,VS2,63.5,54.0,2889
947,0.7,VeryGood,F,VS1,62.2,58.0,2889
948,0.9,Good,H,SI2,63.5,58.0,2889
949,0.71,VeryGood,F,VS1,62.8,56.0,2889
950,0.5,Ideal,E,VVS2,62.2,54.0,2889
951,0.5,Ideal,E,VVS2,62.2,54.0,2889
952,0.74,Ideal,F,SI1,61.2,56.0,2889
953,0.77,Premium,F,VS2,60.5,56.0,2889
954,0.77,Premium,E,SI1,59.8,61.0,2889
955,0.8,Ideal,F,SI1,61.5,54.0,2890
956,0.8,Ideal,F,SI1,62.4,57.0,2890
957,0.8,Premium,F,SI1,61.5,60.0,2890
958,0.8,Good,F,SI1,63.8,59.0,2890
959,0.66,Ideal,G,VVS1,61.5,56.0,2890
960,0.71,VeryGood,E,VS2,61.2,58.0,2891
961,0.71,Ideal,F,VS2,61.2,56.0,2891
962,0.71,Ideal,E,VS2,61.6,56.0,2891
963,0.71,Ideal,E,VS2,62.7,56.0,2891
964,0.72,Ideal,D,SI1,61.1,56.0,2891
965,0.71,Good,D,VS2,61.45,61.0,2891
966,0.86,Ideal,H,SI2,61.8,55.0,2892
967,1.19,Fair,H,I1,65.1,59.0,2892
968,0.71,VeryGood,F,VS1,62.6,55.0,2893
969,0.82,VeryGood,G,SI2,62.5,56.0,2893
970,0.71,Ideal,G,VVS2,61.5,57.0,2893
971,0.75,Ideal,F,VS2,62.5,57.0,2893
972,0.7,VeryGood,H,VVS1,59.2,60.0,2893
973,0.8,Ideal,G,SI2,62.5,55.0,2893
974,0.82,Good,G,SI2,59.9,62.0,2893
975,0.82,VeryGood,G,SI1,63.4,55.0,2893
976,0.82,Premium,G,SI1,59.9,59.0,2893
977,0.81,VeryGood,E,SI2,62.4,57.0,2894
978,0.81,Ideal,G,SI2,62.2,57.0,2894
979,0.76,Ideal,F,SI1,61.4,56.0,2894
980,0.71,VeryGood,G,VS2,60.9,56.0,2895
981,0.7,VeryGood,F,VS1,61.8,59.0,2895
982,0.7,Ideal,G,VVS2,62.1,53.0,2895
983,0.74,VeryGood,G,VS1,61.7,58.0,2896
984,0.77,VeryGood,G,VS2,61.3,60.0,2896
985,0.77,VeryGood,G,VS2,58.3,63.0,2896
986,0.53,Ideal,F,VVS1,61.6,56.0,2896
987,0.79,Ideal,D,SI1,61.5,56.0,2896
988,0.73,Ideal,E,SI2,61.5,55.0,2896
989,0.77,Ideal,D,SI2,62.1,56.0,2896
990,0.77,Premium,E,SI1,60.9,58.0,2896
991,1.01,VeryGood,I,I1,63.1,57.0,2896
992,1.01,Ideal,I,I1,61.5,57.0,2896
993,0.6,VeryGood,D,VVS2,60.6,57.0,2897
994,0.76,Premium,E,SI1,61.1,58.0,2897
995,0.54,Ideal,D,VVS2,61.4,52.0,2897
996,0.72,Ideal,E,SI1,62.5,55.0,2897
997,0.72,Good,F,VS1,59.4,61.0,2897
998,0.74,Premium,D,VS2,61.8,58.0,2897
999,1.12,Premium,J,SI2,60.6,59.0,2898
1000,0.75,Ideal,D,SI1,62.3,55.0,2898
1001,0.77,Ideal,D,SI1,62.6,57.0,2898
1002,0.98,Good,H,SI2,57.9,56.0,2898
1003,0.79,Ideal,G,SI1,61.1,57.0,2898
1004,0.79,Ideal,G,SI1,62.3,57.0,2898
1005,0.79,Ideal,G,SI1,62.3,57.0,2898
1006,0.79,Ideal,G,SI1,62.3,57.0,2898
